Date,Value
2007/2/6,88.7
2007/2/7,126.07
2007/2/8,76.15
2007/2/9,95.58
2007/2/10,73.74
2007/2/11,83
2007/2/12,101.93
2007/2/13,95.68
2007/2/14,122.08
2007/2/15,111.82
2007/2/16,96.89
2007/2/17,65.12
2007/2/18,54.5
2007/2/19,78.77
2007/2/20,128.34
2007/2/21,101.5
2007/2/22,84.52
2007/2/23,126.84
2007/2/24,80.39
2007/2/25,95.41
2007/2/26,103.16
2007/2/27,89.62
2007/2/28,125.11
2007/3/1,99.48
2007/3/2,127.29
2007/3/3,70.26
2007/3/4,41.69
2007/3/5,124.79
2007/3/6,100.38
2007/3/7,135.92
2007/3/8,63.33
2007/3/9,91.28
2007/3/10,55.87
2007/3/11,66.03
2007/3/12,58.97
2007/3/13,79.58
2007/3/14,104.48
2007/3/15,104.12
2007/3/16,122.03
2007/3/17,56.88
2007/3/18,44.17
2007/3/19,66.38
2007/3/20,95.02
2007/3/21,65.08
2007/3/22,92.09
2007/3/23,76.49
2007/3/24,82.88
2007/3/25,49.5
2007/3/26,105.22
2007/3/27,129.02
2007/3/28,103.88
2007/3/29,102.86
2007/3/30,93.81
2007/3/31,61.44
2007/4/1,67.28
2007/4/2,82.9
2007/4/3,104.33
2007/4/4,62.94
2007/4/5,96.19
2007/4/6,106.97
2007/4/7,41.33
2007/4/8,37.47
2007/4/9,65.6
2007/4/10,81.49
2007/4/11,96.6
2007/4/12,86.15
2007/4/13,80.65
2007/4/14,59.35
2007/4/15,70.09
2007/4/16,114.48
2007/4/17,88.64
2007/4/18,63.76
2007/4/19,62.2
2007/4/20,99.76
2007/4/21,65.62
2007/4/22,32.34
2007/4/23,48.24
2007/4/24,70.28
2007/4/25,119.01
2007/4/26,64.66
2007/4/27,87.09
2007/4/28,54.75
2007/4/29,48.79
2007/4/30,112.43
2007/5/1,140.07
2007/5/2,72.09
2007/5/3,57.91
2007/5/4,88
2007/5/5,43.17
2007/5/6,43.19
2007/5/7,75
2007/5/8,75.98
2007/5/9,108.61
2007/5/10,109.9
2007/5/11,100.76
2007/5/12,69.24
2007/5/13,65.13
2007/5/14,99.3
2007/5/15,92.66
2007/5/16,105.69
2007/5/17,93.87
2007/5/18,124.65
2007/5/19,47.28
2007/5/20,91.61
2007/5/21,82.52
2007/5/22,91.92
2007/5/23,115.04
2007/5/24,104.38
2007/5/25,125.07
2007/5/26,84.29
2007/5/27,107.65
2007/5/28,73.4
2007/5/29,87.06
2007/5/30,159.36
2007/5/31,111.73
2007/6/1,111.09
2007/6/2,80.21
2007/6/3,63.7
2007/6/4,176.07
2007/6/5,123.09
2007/6/6,127.91
2007/6/7,123.13
2007/6/8,119.37
2007/6/9,71.9
2007/6/10,56.83
2007/6/11,84.12
2007/6/12,109.48
2007/6/13,116.84
2007/6/14,106.19
2007/6/15,93.22
2007/6/16,78.34
2007/6/17,82.2
2007/6/18,143.53
2007/6/19,123.07
2007/6/20,121.96
2007/6/21,75.82
2007/6/22,69.58
2007/6/23,110.51
